asset_id,timestamp,model,response,latency_s,abutment_material_value,abutment_material_confidence,bridge_type_value,bridge_type_confidence,decking_material_value,decking_material_confidence,fall_height_bin_value,fall_height_bin_confidence,has_pedestrian_railing_value,has_pedestrian_railing_confidence,length_bin_value,length_bin_confidence,width_bin_value,width_bin_confidence,structure_material_value,structure_material_confidence,parse_error,raw_response,error,traceback
46926,2026-06-07T01:36:30.683757,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    },
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 1.0
    },
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    },
    ""length"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.95
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.194,Timber,0.9,Beam,1.0,Timber,1.0,low (<1.2m),1.0,No railings,1.0,short (<6m),0.95,standard (0.9-1.5m),0.9,Timber,1.0,,,,
47182,2026-06-07T01:36:43.140454,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.8
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    },
    ""fall_height"": {
        ""value"": ""medium (1.2-5m)"",
        ""confidence"": 0.9
    },
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    },
    ""length"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.9
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",12.448,Concrete,0.8,Beam,0.95,Timber,1.0,medium (1.2-5m),0.9,2 railings,1.0,medium (6-20m),0.9,standard (0.9-1.5m),0.9,Steel,0.9,,,,
47389,2026-06-07T01:36:53.280305,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    },
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 0.9
    },
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.98
    },
    ""length"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.85
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.138,unable to determine,0.0,Beam,0.95,Timber,0.98,low (<1.2m),0.9,No railings,0.98,short (<6m),0.85,standard (0.9-1.5m),0.8,Timber,0.95,,,,
47533,2026-06-07T01:37:16.694715,gemini-3-flash-preview,"```json
{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.85
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    },
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 0.95
    },
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    },
    ""length"": {
        ""value"": ""long (>20m)"",
        ""confidence"": 0.9
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",23.41,Timber,0.85,Beam,0.9,Timber,1.0,low (<1.2m),0.95,2 railings,0.95,long (>20m),0.9,standard (0.9-1.5m),0.9,Timber,1.0,,,,
47637,2026-06-07T01:37:35.691940,gemini-3-flash-preview,"{
  ""abutment_material"": {
    ""value"": ""Timber"",
    ""confidence"": 0.8
  },
  ""bridge_type"": {
    ""value"": ""Fallen Tree"",
    ""confidence"": 1.0
  },
  ""decking_material"": {
    ""value"": ""Timber"",
    ""confidence"": 1.0
  },
  ""fall_height"": {
    ""value"": ""medium (1.2-5m)"",
    ""confidence"": 0.8
  },
  ""has_pedestrian_railing"": {
    ""value"": ""1 railing"",
    ""confidence"": 0.95
  },
  ""length"": {
    ""value"": ""medium (6-20m)"",
    ""confidence"": 0.9
  },
  ""width"": {
    ""value"": ""narrow (<0.9m)"",
    ""confidence"": 0.95
  },
  ""structure_material"": {
    ""value"": ""Timber"",
    ""confidence"": 1.0
  }
}",18.991,Timber,0.8,Fallen Tree,1.0,Timber,1.0,medium (1.2-5m),0.8,1 railing,0.95,medium (6-20m),0.9,narrow (<0.9m),0.95,Timber,1.0,,,,
48111,2026-06-07T01:37:57.495498,gemini-3-flash-preview,"```json
{
  ""abutment_material"": {
    ""value"": ""Timber"",
    ""confidence"": 0.8
  },
  ""bridge_type"": {
    ""value"": ""Truss"",
    ""confidence"": 0.95
  },
  ""decking_material"": {
    ""value"": ""Timber"",
    ""confidence"": 1.0
  },
  ""fall_height"": {
    ""value"": ""low (<1.2m)"",
    ""confidence"": 0.85
  },
  ""has_pedestrian_railing"": {
    ""value"": ""2 railings"",
    ""confidence"": 1.0
  },
  ""length"": {
    ""value"": ""medium (6-20m)"",
    ""confidence"": 0.9
  },
  ""width"": {
    ""value"": ""standard (0.9-1.5m)"",
    ""confidence"": 0.95
  },
  ""structure_material"": {
    ""value"": ""Aluminum"",
    ""confidence"": 0.9
  }
}
```",21.801,Timber,0.8,Truss,0.95,Timber,1.0,low (<1.2m),0.85,2 railings,1.0,medium (6-20m),0.9,standard (0.9-1.5m),0.95,Aluminum,0.9,,,,
48112,2026-06-07T01:38:04.958634,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.7
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    },
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 0.9
    },
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    },
    ""length"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.8
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",7.458,Timber,0.7,Beam,0.95,Timber,1.0,low (<1.2m),0.9,1 railing,1.0,medium (6-20m),0.8,standard (0.9-1.5m),0.9,Timber,0.9,,,,
48296,2026-06-07T01:38:16.194377,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.8
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.7
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    },
    ""fall_height"": {
        ""value"": ""medium (1.2-5m)"",
        ""confidence"": 0.6
    },
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    },
    ""length"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.8
    },
    ""width"": {
        ""value"": ""wide (>1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",11.234,Concrete,0.8,Beam,0.7,Timber,0.95,medium (1.2-5m),0.6,2 railings,1.0,medium (6-20m),0.8,wide (>1.5m),0.9,Timber,1.0,,,,
48340,2026-06-07T01:38:37.739551,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.7
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    },
    ""fall_height"": {
        ""value"": ""low (<1.2m)"",
        ""confidence"": 1.0
    },
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    },
    ""length"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.98
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",21.541,Timber,0.7,Beam,0.95,Timber,1.0,low (<1.2m),1.0,No railings,1.0,short (<6m),0.98,standard (0.9-1.5m),0.9,Timber,0.95,,,,
48344,2026-06-07T01:38:47.351417,gemini-3-flash-preview,"{
    ""abutment_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.7
    },
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    },
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    },
    ""fall_height"": {
        ""value"": ""medium (1.2-5m)"",
        ""confidence"": 0.8
    },
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.98
    },
    ""length"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.85
    },
    ""width"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    },
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",9.606,Timber,0.7,Beam,0.95,Timber,0.98,medium (1.2-5m),0.8,No railings,0.98,short (<6m),0.85,standard (0.9-1.5m),0.9,Timber,0.95,,,,
