attribute,asset_type,target_column,target_file,feature_file,task_type,strategy,classifier,splitter,fold,n_folds,n_features,n_train_labels,n_valid_labels,n_train_assets,n_valid_assets,accuracy,weighted_f1,macro_f1,inner_macro_f1_mean
fall_height_bin,Boardwalk < 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,25,7,25,7,0.7142857142857143,0.7142857142857143,0.7083333333333333,
fall_height_bin,Boardwalk < 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,2,5,768,25,7,25,7,0.42857142857142855,0.4047619047619047,0.41666666666666663,
fall_height_bin,Boardwalk < 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,3,5,768,26,6,26,6,0.8333333333333334,0.8285714285714286,0.8285714285714285,
fall_height_bin,Boardwalk < 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,26,6,26,6,0.6666666666666666,0.7407407407407408,0.2962962962962963,
fall_height_bin,Boardwalk < 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,26,6,26,6,0.6666666666666666,0.6666666666666666,0.625,
fall_height_bin,Boardwalk > 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,9,3,9,3,0.6666666666666666,0.5333333333333333,0.4,
fall_height_bin,Boardwalk > 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,2,5,768,9,3,9,3,0.3333333333333333,0.5,0.25,
fall_height_bin,Boardwalk > 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,3,5,768,10,2,10,2,1.0,1.0,1.0,
fall_height_bin,Boardwalk > 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,10,2,10,2,1.0,1.0,1.0,
fall_height_bin,Boardwalk > 1.2m High,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,10,2,10,2,1.0,1.0,1.0,
fall_height_bin,Stairs,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,8,2,8,2,1.0,1.0,1.0,
fall_height_bin,Stairs,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,2,5,768,8,2,8,2,0.5,0.6666666666666666,0.3333333333333333,
fall_height_bin,Stairs,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,3,5,768,8,2,8,2,0.5,0.3333333333333333,0.3333333333333333,
fall_height_bin,Stairs,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,8,2,8,2,1.0,1.0,1.0,
fall_height_bin,Stairs,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,8,2,8,2,0.5,0.3333333333333333,0.3333333333333333,
fall_height_bin,Trail Bridge,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,48,12,48,12,0.8333333333333334,0.7999999999999999,0.562962962962963,
fall_height_bin,Trail Bridge,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,2,5,768,48,12,48,12,0.75,0.7444444444444445,0.7333333333333334,
fall_height_bin,Trail Bridge,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,3,5,768,48,12,48,12,0.5833333333333334,0.5925925925925926,0.5555555555555556,
fall_height_bin,Trail Bridge,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,48,12,48,12,0.6666666666666666,0.5972222222222222,0.47222222222222215,
fall_height_bin,Trail Bridge,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,48,12,48,12,0.75,0.7517482517482518,0.7482517482517483,
fall_height_bin,Viewing Platform,fall_height_bin,data/processed/train/fall_height_bin_train.csv,data/features/dinov3_vitb16_all_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,6,2,6,2,0.0,0.0,0.0,
