image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/253/52457/77956__IMG_3182.jpg,True,52457,253,Trail Bridge,FOOTBRIDGE OVER RING CREEK; metal span and decking with wooden and rope railings. railings left up year-round,77956,IMG_3182.jpg,Concrete,Beam,Aluminum,2.0,No,1 railing,8.0,Aluminum,,,,0.75,True,medium (6-20m),narrow (<0.9m),medium (1.2-5m),
data/citywide/images/253/59060/12286__AST_EX_20210810_125200.jpeg,True,59060,253,Trail Bridge,"Newcastle Island Day Use; Item description: BRIDGE: (VEHICLE CAPACITY); Specifications: TOTAL LENGTH 58M WIDTH 3M CEDAR PLANKING & STRINGER S SET ON CONCRETE FOOTING S 4"" X 4"" (10CM X 10CM) SIDE RAILS ; Comments: GOOD",12286,AST_EX_20210810_125200.jpeg,Steel,,Timber,1.4,Yes,,,Timber/Wood,,Timber,,20.0,False,,wide (>1.5m),medium (1.2-5m),
data/citywide/images/253/59060/24555__AST_EX_20210928_140314.jpeg,True,59060,253,Trail Bridge,"Newcastle Island Day Use; Item description: BRIDGE: (VEHICLE CAPACITY); Specifications: TOTAL LENGTH 58M WIDTH 3M CEDAR PLANKING & STRINGER S SET ON CONCRETE FOOTING S 4"" X 4"" (10CM X 10CM) SIDE RAILS ; Comments: GOOD",24555,AST_EX_20210928_140314.jpeg,Steel,,Timber,1.4,Yes,,,Timber/Wood,,Timber,,20.0,False,,wide (>1.5m),medium (1.2-5m),
data/citywide/images/253/59060/87425__AST_EX_20250128_141116.jpeg,True,59060,253,Trail Bridge,"Newcastle Island Day Use; Item description: BRIDGE: (VEHICLE CAPACITY); Specifications: TOTAL LENGTH 58M WIDTH 3M CEDAR PLANKING & STRINGER S SET ON CONCRETE FOOTING S 4"" X 4"" (10CM X 10CM) SIDE RAILS ; Comments: GOOD",87425,AST_EX_20250128_141116.jpeg,Steel,,Timber,1.4,Yes,,,Timber/Wood,,Timber,,20.0,False,,wide (>1.5m),medium (1.2-5m),
data/citywide/images/253/59060/87431__AST_EX_20250128_141116.jpeg,True,59060,253,Trail Bridge,"Newcastle Island Day Use; Item description: BRIDGE: (VEHICLE CAPACITY); Specifications: TOTAL LENGTH 58M WIDTH 3M CEDAR PLANKING & STRINGER S SET ON CONCRETE FOOTING S 4"" X 4"" (10CM X 10CM) SIDE RAILS ; Comments: GOOD",87431,AST_EX_20250128_141116.jpeg,Steel,,Timber,1.4,Yes,,,Timber/Wood,,Timber,,20.0,False,,wide (>1.5m),medium (1.2-5m),
data/citywide/images/253/63068/87457__Picture1.jpg,True,63068,253,Trail Bridge,GUNN CREEK TRAIL 6.0 KM BRIDGE; installed 2025. 14.2 m aluminum truss bridge with aluminum guard rails. See notes.,87457,Picture1.jpg,Concrete,Truss,Timber,2.0,Yes,,14.2,,,Aluminum,,1.8,True,medium (6-20m),wide (>1.5m),medium (1.2-5m),
data/citywide/images/253/63389/47462__AST_EX_20220616_180057.jpeg,True,63389,253,Trail Bridge,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",47462,AST_EX_20220616_180057.jpeg,,,,2.6,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),medium (1.2-5m),
data/citywide/images/253/63389/47468__AST_EX_20220616_180050.jpeg,True,63389,253,Trail Bridge,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",47468,AST_EX_20220616_180050.jpeg,,,,2.6,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),medium (1.2-5m),
data/citywide/images/253/63389/47469__AST_EX_20220616_175954.jpeg,True,63389,253,Trail Bridge,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",47469,AST_EX_20220616_175954.jpeg,,,,2.6,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),medium (1.2-5m),
data/citywide/images/253/63389/47471__AST_EX_20220616_180107.jpeg,True,63389,253,Trail Bridge,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",47471,AST_EX_20220616_180107.jpeg,,,,2.6,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),medium (1.2-5m),
