image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/356/50514/42055__AST_EX_20220511_125800.jpeg,True,50514,356,Stairs,"Dahl Lake Day Use; 4X4 FRAMES, DIRT FILL ; boxsteps",42055,AST_EX_20220511_125800.jpeg,,,,,,No railings,,Box Step,,,At-Grade,,False,,,,
data/citywide/images/356/50723/4959__MI_20210710_153838.jpg,True,50723,356,Stairs,"Downing Day Use; 24 STEPS, PRECAST CONCRETE, THROUGHOUT DAY USE AREA. 5 STAIRWAYS; , 2 STEPS CHIPPED AND BEGINING TO SHIFT; concrete",4959,MI_20210710_153838.jpg,,,,,,No railings,,Concrete,,,At-Grade,,False,,,,
data/citywide/images/356/50723/77022__stairs1.jpg,True,50723,356,Stairs,"Downing Day Use; 24 STEPS, PRECAST CONCRETE, THROUGHOUT DAY USE AREA. 5 STAIRWAYS; , 2 STEPS CHIPPED AND BEGINING TO SHIFT; concrete",77022,stairs1.jpg,,,,,,No railings,,Concrete,,,At-Grade,,False,,,,
data/citywide/images/356/50805/25286__AST_EX_20211002_121048.jpeg,True,50805,356,Stairs,Dry Gulch Campground; boxsteps,25286,AST_EX_20211002_121048.jpeg,,,,,,No railings,,Box Step,,,At-Grade,,False,,,,
data/citywide/images/356/51270/52700__IMG_9104.JPG,True,51270,356,Stairs,Ec Manning-Sumallo Grove Duse; wood staircase,52700,IMG_9104.JPG,,,,,,1 railing,,Timber/Wood,,,Elevated,,False,,,,
data/citywide/images/356/51458/83334__AST_EX_20250606_152956.jpeg,True,51458,356,Stairs,Echo Lake Picnic Site; concrete,83334,AST_EX_20250606_152956.jpeg,,,,,,No railings,,Concrete,,,At-Grade,,False,,,,
data/citywide/images/356/51458/83339__AST_EX_20250606_152945.jpeg,True,51458,356,Stairs,Echo Lake Picnic Site; concrete,83339,AST_EX_20250606_152945.jpeg,,,,,,No railings,,Concrete,,,At-Grade,,False,,,,
data/citywide/images/356/51536/77015__AST_EX_20241106_114709.jpeg,True,51536,356,Stairs,2.5m x 1.07m | Yellow Cedar | 4x6 sidewalls & 3x6 toe kicks; boxsteps,77015,AST_EX_20241106_114709.jpeg,,,,,,No railings,,Box Step,,,At-Grade,1.07,False,,standard (>=0.8m),,
data/citywide/images/356/51537/77900__AST_EX_20210826_112045_1_.jpeg,True,51537,356,Stairs,Stairs for BWX Asset #51547 | 3.75m x 1.07m | 2x6 Red Cedar stair treads | Laminated 2x8 Red Cedar Stringers | Last step earth filled box; wood staircase,77900,AST_EX_20210826_112045[1].jpeg,,,Timber,1.0,No,2 railings,,Timber/Wood,,Timber,Elevated,,False,,,medium (0.5-1.2m),
data/citywide/images/356/51537/77901__AST_EX_20210826_112118_1_.jpeg,True,51537,356,Stairs,Stairs for BWX Asset #51547 | 3.75m x 1.07m | 2x6 Red Cedar stair treads | Laminated 2x8 Red Cedar Stringers | Last step earth filled box; wood staircase,77901,AST_EX_20210826_112118[1].jpeg,,,Timber,1.0,No,2 railings,,Timber/Wood,,Timber,Elevated,,False,,,medium (0.5-1.2m),
data/citywide/images/356/51537/77902__AST_EX_20210826_112202_1_.jpeg,True,51537,356,Stairs,Stairs for BWX Asset #51547 | 3.75m x 1.07m | 2x6 Red Cedar stair treads | Laminated 2x8 Red Cedar Stringers | Last step earth filled box; wood staircase,77902,AST_EX_20210826_112202[1].jpeg,,,Timber,1.0,No,2 railings,,Timber/Wood,,Timber,Elevated,,False,,,medium (0.5-1.2m),
data/citywide/images/356/51537/77903__AST_EX_20210826_113218_1_.jpeg,True,51537,356,Stairs,Stairs for BWX Asset #51547 | 3.75m x 1.07m | 2x6 Red Cedar stair treads | Laminated 2x8 Red Cedar Stringers | Last step earth filled box; wood staircase,77903,AST_EX_20210826_113218[1].jpeg,,,Timber,1.0,No,2 railings,,Timber/Wood,,Timber,Elevated,,False,,,medium (0.5-1.2m),
data/citywide/images/356/51695/34064__IMG_9137.JPG,True,51695,356,Stairs,Ellison Service Area,34064,IMG_9137.JPG,,,,,,No railings,5.0,Concrete,8.0,,At-Grade,,True,medium (5-20m),,,few (<10)
data/citywide/images/356/51804/30765__AST_EX_20211103_152256.jpeg,True,51804,356,Stairs,"Englishman R. Falls Day Use; 16 M STAIRS (ROCK) ; ,EXCEPT DRAIN. IN SOME AREAS REQUIRES IMPROVEMENT (DEFAULT TYPE); boxsteps",30765,AST_EX_20211103_152256.jpeg,,,,,,,,Box Step,,,At-Grade,,False,,,,
data/citywide/images/356/51804/77876__AST_EX_20241128_121633.jpeg,True,51804,356,Stairs,"Englishman R. Falls Day Use; 16 M STAIRS (ROCK) ; ,EXCEPT DRAIN. IN SOME AREAS REQUIRES IMPROVEMENT (DEFAULT TYPE); boxsteps",77876,AST_EX_20241128_121633.jpeg,,,,,,,,Box Step,,,At-Grade,,False,,,,
data/citywide/images/356/51804/77877__AST_EX_20241128_121641.jpeg,True,51804,356,Stairs,"Englishman R. Falls Day Use; 16 M STAIRS (ROCK) ; ,EXCEPT DRAIN. IN SOME AREAS REQUIRES IMPROVEMENT (DEFAULT TYPE); boxsteps",77877,AST_EX_20241128_121641.jpeg,,,,,,,,Box Step,,,At-Grade,,False,,,,
data/citywide/images/356/52162/58220__AST_EX_20220807_100025.jpeg,True,52162,356,Stairs,"replaced by Student Rangers in 2018; 4""x4"" treated box stairs; boxsteps",58220,AST_EX_20220807_100025.jpeg,,,,,,,,Box Step,,,At-Grade,,False,,,,
